subject,item,accuracy,latency,valence,length,frequency
32,trunk,1,771,5.09,5,8.16
32,wasp,1,1548,3.37,4,2.58
32,wife,1,541,6.33,4,171.06
32,windmill,1,590,5.6,8,1.94
32,writer,1,459,5.52,6,37.42
34,alert,1,556,6.2,5,16
34,beggar,1,720,3.22,6,2.42
34,brave,1,457,7.15,5,18.3
34,breeze,1,464,6.85,6,13.81
34,caress,1,620,7.84,6,2.13
34,charm,1,488,6.77,5,14.25
34,cow,1,445,5.57,3,13.96
34,crude,1,626,3.12,5,13.7
34,crutch,1,1064,3.43,6,1.17
34,cyclone,1,562,3.6,7,0.95
34,earth,1,458,7.15,5,97.15
34,fun,1,478,8.37,3,51.21
34,game,1,417,6.98,4,150.08
34,hard,1,541,5.22,4,229.35
34,hat,1,423,5.46,3,31.37
34,hotel,1,454,6,5,114.47
34,hurt,1,580,1.9,4,45.81
34,idiot,1,446,3.16,5,6.49
34,improve,1,510,7.65,7,62.08
34,interest,1,511,6.97,8,276.11
34,iron,1,538,4.9,4,47.5
34,lost,1,420,2.82,4,194.2
34,louse,1,1168,2.81,5,0.5
34,manure,1,616,3.1,6,3.01
34,market,1,416,5.66,6,300.78
34,medicine,1,492,5.67,8,27.87
34,nectar,1,480,6.9,6,1.47
34,needle,1,511,3.82,6,12.49
34,neglect,1,556,2.63,7,12.05
34,noisy,1,430,5.02,5,10.23
34,penis,1,553,5.9,5,5.34
34,pinch,1,444,3.83,5,5.59
34,pollute,1,597,1.85,7,1.14
34,pressure,1,442,3.38,8,119.75
34,radiant,1,501,6.73,7,2.45
34,reward,1,536,7.53,6,19.79
34,scandal,1,472,3.32,7,14.73
34,snake,1,500,3.31,5,7.54
34,snob,1,480,3.36,4,1.25
34,sour,1,450,3.93,4,6.66
34,space,1,487,6.78,5,126.54
34,spirit,1,604,7,6,64.9
34,stool,1,541,4.56,5,8.64
34,talent,1,404,7.56,6,20.95
34,theory,1,489,5.3,6,131.29
34,thief,1,462,2.13,5,7.57
34,toxic,1,480,2.1,5,12.2
34,travel,1,403,7.1,6,72.71
34,trophy,1,559,7.78,6,13.03
34,trunk,0,652,5.09,5,8.16
34,wasp,1,423,3.37,4,2.58
34,wife,1,441,6.33,4,171.06
34,windmill,1,534,5.6,8,1.94
34,writer,0,525,5.52,6,37.42
35,alive,1,396,7.25,5,42.54
35,bandage,1,546,4.54,7,2.53
35,bright,1,512,7.5,6,55.4
35,carcass,1,523,3.34,7,1.4
35,cheer,1,465,8.1,5,7.81
35,coast,1,643,5.98,5,47.01
35,detail,1,628,5.55,6,62.23
35,devil,1,457,2.21,5,17.32
35,door,1,362,5.13,4,253.65
35,evil,1,432,3.23,4,28.83
35,face,1,392,6.39,4,349.78
35,fat,1,491,2.28,3,46.11
35,foul,1,399,2.81,4,10.43
35,glass,1,370,4.75,5,98.56
35,grenade,1,582,3.6,7,1.94
35,hatred,1,419,1.98,6,10.52
35,heal,1,1765,7.09,4,5.24
35,kettle,1,392,5.22,6,9.25
35,kick,1,510,4.31,4,23.24
35,kind,1,480,7.59,4,237.97
35,lesbian,1,525,4.67,7,7.13
35,maggot,1,508,2.06,6,2.35
35,moral,1,475,6.2,5,53.95
35,mountain,1,462,6.59,8,39.61
35,news,1,454,5.3,4,145.58
35,pain,1,1053,2.13,4,73.38
35,pig,1,430,5.07,3,13.51
35,quarrel,1,391,2.93,7,5.83
35,rattle,1,400,5.03,6,3.77
35,safe,1,380,7.07,4,69.73
35,scum,1,412,2.43,4,5.78
35,shadow,1,495,4.35,6,30.95
35,sin,1,505,2.8,3,13.61
35,slap,1,386,2.95,4,4.88
35,snuggle,1,554,7.92,7,0.33
35,stress,1,748,2.09,6,48.7
35,table,1,452,5.22,5,202
35,tank,1,405,5.16,4,33.24
35,toothache,1,402,1.98,9,0.98
35,toy,1,522,7,3,9.77
35,trust,1,430,6.68,5,101.98
35,useful,1,535,7.14,6,100.71
35,vehicle,1,442,6.27,7,42.23
35,village,1,471,5.92,7,113.4
35,watch,1,470,5.78,5,95.57
35,world,1,462,6.5,5,590.31
36,alert,1,498,6.2,5,16
36,beggar,1,601,3.22,6,2.42
36,brave,1,406,7.15,5,18.3
36,breeze,1,423,6.85,6,13.81
36,caress,1,490,7.84,6,2.13
36,charm,1,480,6.77,5,14.25
36,cow,1,492,5.57,3,13.96
36,crude,1,441,3.12,5,13.7
36,crutch,1,524,3.43,6,1.17
36,cyclone,1,546,3.6,7,0.95
36,earth,1,478,7.15,5,97.15
36,fun,1,404,8.37,3,51.21
36,game,1,432,6.98,4,150.08
36,hard,1,541,5.22,4,229.35
36,hat,1,501,5.46,3,31.37
36,hotel,1,373,6,5,114.47
36,hurt,1,460,1.9,4,45.81
36,idiot,1,480,3.16,5,6.49
36,improve,1,452,7.65,7,62.08
36,interest,1,489,6.97,8,276.11
36,iron,1,478,4.9,4,47.5
36,lost,0,580,2.82,4,194.2
36,louse,1,414,2.81,5,0.5
36,manure,1,545,3.1,6,3.01
36,market,1,628,5.66,6,300.78
36,medicine,1,606,5.67,8,27.87
36,nectar,1,505,6.9,6,1.47
36,needle,1,453,3.82,6,12.49
36,neglect,1,505,2.63,7,12.05
36,noisy,1,554,5.02,5,10.23
36,penis,1,468,5.9,5,5.34
36,pinch,1,643,3.83,5,5.59
36,pollute,1,606,1.85,7,1.14
36,pressure,1,494,3.38,8,119.75
36,radiant,1,660,6.73,7,2.45
36,reward,1,511,7.53,6,19.79
36,scandal,1,503,3.32,7,14.73
36,snake,1,521,3.31,5,7.54
36,snob,1,506,3.36,4,1.25
36,sour,1,542,3.93,4,6.66
36,space,1,465,6.78,5,126.54
36,spirit,1,492,7,6,64.9
36,stool,1,499,4.56,5,8.64
36,talent,1,444,7.56,6,20.95
36,theory,1,597,5.3,6,131.29
36,thief,1,471,2.13,5,7.57
36,toxic,0,366,2.1,5,12.2
36,travel,1,492,7.1,6,72.71
36,trophy,1,582,7.78,6,13.03
36,trunk,1,580,5.09,5,8.16
36,wasp,1,443,3.37,4,2.58
36,wife,1,440,6.33,4,171.06
36,windmill,1,544,5.6,8,1.94
36,writer,1,625,5.52,6,37.42
37,alive,1,794,7.25,5,42.54
37,bandage,1,560,4.54,7,2.53
37,bright,1,1062,7.5,6,55.4
37,carcass,1,648,3.34,7,1.4
37,cheer,1,578,8.1,5,7.81
37,coast,1,486,5.98,5,47.01
37,detail,1,572,5.55,6,62.23
37,devil,1,578,2.21,5,17.32
37,door,1,493,5.13,4,253.65
37,evil,1,454,3.23,4,28.83
37,face,1,439,6.39,4,349.78
37,fat,1,472,2.28,3,46.11
37,foul,1,526,2.81,4,10.43
37,glass,1,542,4.75,5,98.56
37,grenade,1,714,3.6,7,1.94
37,hatred,1,549,1.98,6,10.52
37,heal,1,580,7.09,4,5.24
37,kettle,1,559,5.22,6,9.25
37,kick,1,907,4.31,4,23.24
37,kind,1,517,7.59,4,237.97
37,lesbian,1,780,4.67,7,7.13
37,maggot,0,474,2.06,6,2.35
37,moral,1,516,6.2,5,53.95
37,mountain,1,611,6.59,8,39.61
37,news,1,653,5.3,4,145.58
37,pain,1,429,2.13,4,73.38
37,pig,1,481,5.07,3,13.51
37,quarrel,1,641,2.93,7,5.83
37,rattle,1,564,5.03,6,3.77
37,safe,1,475,7.07,4,69.73
37,scum,1,576,2.43,4,5.78
37,shadow,1,659,4.35,6,30.95
37,sin,1,582,2.8,3,13.61
37,slap,1,454,2.95,4,4.88
37,snuggle,1,1230,7.92,7,0.33
37,stress,1,493,2.09,6,48.7
37,table,1,669,5.22,5,202
37,tank,1,581,5.16,4,33.24
37,toothache,1,572,1.98,9,0.98
37,toy,1,593,7,3,9.77
37,trust,1,534,6.68,5,101.98
37,useful,1,631,7.14,6,100.71
37,vehicle,1,615,6.27,7,42.23
37,village,1,713,5.92,7,113.4
37,watch,1,450,5.78,5,95.57
37,world,1,564,6.5,5,590.31
41,alive,1,486,7.25,5,42.54
41,bandage,1,471,4.54,7,2.53
41,bright,1,412,7.5,6,55.4
41,carcass,0,490,3.34,7,1.4
41,cheer,1,447,8.1,5,7.81
41,coast,1,604,5.98,5,47.01
41,detail,1,417,5.55,6,62.23
41,devil,1,413,2.21,5,17.32
41,door,1,467,5.13,4,253.65
41,evil,1,462,3.23,4,28.83
41,face,1,384,6.39,4,349.78
41,fat,1,605,2.28,3,46.11
41,foul,1,487,2.81,4,10.43
41,glass,1,427,4.75,5,98.56
41,grenade,1,548,3.6,7,1.94
41,hatred,1,583,1.98,6,10.52
41,heal,0,5049,7.09,4,5.24
41,kettle,1,493,5.22,6,9.25
41,kick,1,456,4.31,4,23.24
41,kind,1,391,7.59,4,237.97
41,lesbian,1,468,4.67,7,7.13
41,maggot,1,602,2.06,6,2.35
41,moral,1,414,6.2,5,53.95
41,mountain,1,521,6.59,8,39.61
41,news,1,525,5.3,4,145.58
41,pain,1,524,2.13,4,73.38
41,pig,1,598,5.07,3,13.51
41,quarrel,1,691,2.93,7,5.83
41,rattle,1,484,5.03,6,3.77
41,safe,1,404,7.07,4,69.73
41,scum,1,759,2.43,4,5.78
41,shadow,1,410,4.35,6,30.95
41,sin,1,614,2.8,3,13.61
41,slap,1,556,2.95,4,4.88
41,snuggle,1,478,7.92,7,0.33
41,stress,1,496,2.09,6,48.7
41,table,1,654,5.22,5,202
41,tank,1,495,5.16,4,33.24
41,toothache,1,1583,1.98,9,0.98
41,toy,1,480,7,3,9.77
41,trust,1,497,6.68,5,101.98
41,useful,1,432,7.14,6,100.71
41,vehicle,1,473,6.27,7,42.23
41,village,1,583,5.92,7,113.4
41,watch,1,529,5.78,5,95.57
41,world,1,543,6.5,5,590.31
42,alert,1,426,6.2,5,16
42,beggar,1,686,3.22,6,2.42
42,brave,1,508,7.15,5,18.3
42,breeze,1,507,6.85,6,13.81
42,caress,1,530,7.84,6,2.13
42,charm,1,572,6.77,5,14.25
42,cow,1,489,5.57,3,13.96
42,crude,1,487,3.12,5,13.7
42,crutch,1,518,3.43,6,1.17
42,cyclone,1,582,3.6,7,0.95
42,earth,1,492,7.15,5,97.15
42,fun,1,540,8.37,3,51.21
42,game,1,593,6.98,4,150.08
42,hard,1,483,5.22,4,229.35
42,hat,1,995,5.46,3,31.37
42,hotel,1,514,6,5,114.47
42,hurt,1,507,1.9,4,45.81
42,idiot,1,712,3.16,5,6.49
42,improve,1,441,7.65,7,62.08
42,interest,1,517,6.97,8,276.11
42,iron,1,573,4.9,4,47.5
42,lost,1,997,2.82,4,194.2
42,louse,1,743,2.81,5,0.5
42,manure,1,442,3.1,6,3.01
42,market,1,504,5.66,6,300.78
42,medicine,1,553,5.67,8,27.87
42,nectar,1,578,6.9,6,1.47
42,needle,1,443,3.82,6,12.49
42,neglect,1,784,2.63,7,12.05
42,noisy,1,428,5.02,5,10.23
42,penis,1,814,5.9,5,5.34
42,pinch,1,614,3.83,5,5.59
42,pollute,1,608,1.85,7,1.14
42,pressure,1,504,3.38,8,119.75
42,radiant,1,601,6.73,7,2.45
42,reward,1,540,7.53,6,19.79
42,scandal,1,543,3.32,7,14.73
42,snake,1,462,3.31,5,7.54
42,snob,1,536,3.36,4,1.25
42,sour,1,484,3.93,4,6.66
42,space,1,459,6.78,5,126.54
42,spirit,1,534,7,6,64.9
42,stool,1,526,4.56,5,8.64
42,talent,1,591,7.56,6,20.95
42,theory,1,562,5.3,6,131.29
42,thief,1,518,2.13,5,7.57
42,toxic,1,552,2.1,5,12.2
42,travel,1,491,7.1,6,72.71
42,trophy,1,536,7.78,6,13.03
42,trunk,0,844,5.09,5,8.16
42,wasp,1,497,3.37,4,2.58
42,wife,1,424,6.33,4,171.06
42,windmill,1,503,5.6,8,1.94
42,writer,1,512,5.52,6,37.42
43,alive,1,544,7.25,5,42.54
43,bandage,1,511,4.54,7,2.53
43,bright,1,568,7.5,6,55.4
43,carcass,1,601,3.34,7,1.4
43,cheer,1,507,8.1,5,7.81
43,coast,1,696,5.98,5,47.01
43,detail,1,483,5.55,6,62.23
43,devil,1,454,2.21,5,17.32
43,door,1,385,5.13,4,253.65
43,evil,1,459,3.23,4,28.83
43,face,1,399,6.39,4,349.78
43,fat,1,443,2.28,3,46.11
43,foul,1,408,2.81,4,10.43
43,glass,1,434,4.75,5,98.56
43,grenade,1,652,3.6,7,1.94
43,hatred,1,609,1.98,6,10.52
43,heal,1,780,7.09,4,5.24
43,kettle,1,485,5.22,6,9.25
43,kick,1,370,4.31,4,23.24
43,kind,1,466,7.59,4,237.97
43,lesbian,1,626,4.67,7,7.13
43,maggot,1,504,2.06,6,2.35
43,moral,1,980,6.2,5,53.95
43,mountain,1,453,6.59,8,39.61
43,news,1,460,5.3,4,145.58
43,pain,1,816,2.13,4,73.38
43,pig,1,543,5.07,3,13.51
43,quarrel,1,447,2.93,7,5.83
43,rattle,1,472,5.03,6,3.77
43,safe,1,459,7.07,4,69.73
43,scum,1,484,2.43,4,5.78
43,shadow,1,440,4.35,6,30.95
43,sin,1,565,2.8,3,13.61
43,slap,1,385,2.95,4,4.88
43,snuggle,1,1241,7.92,7,0.33
43,stress,1,452,2.09,6,48.7
43,table,1,505,5.22,5,202
43,tank,1,473,5.16,4,33.24
43,toothache,1,548,1.98,9,0.98
43,toy,1,510,7,3,9.77
43,trust,1,525,6.68,5,101.98
43,useful,1,496,7.14,6,100.71
43,vehicle,1,804,6.27,7,42.23
43,village,1,430,5.92,7,113.4
43,watch,1,490,5.78,5,95.57
43,world,1,618,6.5,5,590.31
44,alert,1,460,6.2,5,16
44,beggar,1,443,3.22,6,2.42
44,brave,1,450,7.15,5,18.3
44,breeze,1,434,6.85,6,13.81
44,caress,1,733,7.84,6,2.13
44,charm,1,426,6.77,5,14.25
44,cow,1,397,5.57,3,13.96
44,crude,1,513,3.12,5,13.7
44,crutch,1,474,3.43,6,1.17
44,cyclone,1,479,3.6,7,0.95
44,earth,1,373,7.15,5,97.15
44,fun,1,463,8.37,3,51.21
44,game,1,883,6.98,4,150.08
44,hard,1,572,5.22,4,229.35
44,hat,1,448,5.46,3,31.37
44,hotel,1,412,6,5,114.47
44,hurt,1,420,1.9,4,45.81
44,idiot,1,381,3.16,5,6.49
44,improve,1,419,7.65,7,62.08
44,interest,1,394,6.97,8,276.11
44,iron,1,396,4.9,4,47.5
44,lost,1,456,2.82,4,194.2
44,louse,1,461,2.81,5,0.5
44,manure,1,607,3.1,6,3.01
44,market,1,429,5.66,6,300.78
44,medicine,1,416,5.67,8,27.87
44,nectar,1,418,6.9,6,1.47
44,needle,1,443,3.82,6,12.49
44,neglect,1,431,2.63,7,12.05
44,noisy,1,481,5.02,5,10.23
44,penis,1,459,5.9,5,5.34
44,pinch,1,414,3.83,5,5.59
44,pollute,1,426,1.85,7,1.14
44,pressure,1,403,3.38,8,119.75
44,radiant,1,459,6.73,7,2.45
44,reward,1,395,7.53,6,19.79
44,scandal,1,435,3.32,7,14.73
44,snake,1,486,3.31,5,7.54
44,snob,1,503,3.36,4,1.25
44,sour,1,445,3.93,4,6.66
44,space,1,348,6.78,5,126.54
44,spirit,1,487,7,6,64.9
44,stool,1,431,4.56,5,8.64
44,talent,1,363,7.56,6,20.95
44,theory,1,373,5.3,6,131.29
44,thief,1,386,2.13,5,7.57
44,toxic,1,360,2.1,5,12.2
44,travel,1,368,7.1,6,72.71
44,trophy,1,438,7.78,6,13.03
44,trunk,1,440,5.09,5,8.16
44,wasp,1,371,3.37,4,2.58
44,wife,1,539,6.33,4,171.06
44,windmill,1,423,5.6,8,1.94
44,writer,1,454,5.52,6,37.42
45,alive,1,651,7.25,5,42.54
45,bandage,0,1062,4.54,7,2.53
45,bright,1,696,7.5,6,55.4
45,carcass,0,1278,3.34,7,1.4
45,cheer,1,777,8.1,5,7.81
45,coast,1,629,5.98,5,47.01
45,detail,1,703,5.55,6,62.23
45,devil,1,627,2.21,5,17.32
45,door,1,626,5.13,4,253.65
45,evil,1,563,3.23,4,28.83
45,face,1,889,6.39,4,349.78
45,fat,1,503,2.28,3,46.11
45,foul,1,1049,2.81,4,10.43
45,glass,1,630,4.75,5,98.56
45,grenade,1,674,3.6,7,1.94
45,hatred,1,1032,1.98,6,10.52
45,heal,1,682,7.09,4,5.24
45,kettle,1,745,5.22,6,9.25
45,kick,1,610,4.31,4,23.24
45,kind,1,590,7.59,4,237.97
45,lesbian,1,922,4.67,7,7.13
45,maggot,1,658,2.06,6,2.35
45,moral,1,1926,6.2,5,53.95
45,mountain,1,988,6.59,8,39.61
45,news,1,597,5.3,4,145.58
45,pain,1,585,2.13,4,73.38
45,pig,1,712,5.07,3,13.51
45,quarrel,1,850,2.93,7,5.83
45,rattle,1,583,5.03,6,3.77
45,safe,1,596,7.07,4,69.73
45,scum,0,1229,2.43,4,5.78
45,shadow,1,685,4.35,6,30.95
45,sin,1,601,2.8,3,13.61
45,slap,1,1143,2.95,4,4.88
45,snuggle,1,767,7.92,7,0.33
45,stress,1,806,2.09,6,48.7
45,table,1,630,5.22,5,202
45,tank,1,636,5.16,4,33.24
45,toothache,0,904,1.98,9,0.98
45,toy,1,595,7,3,9.77
45,trust,1,588,6.68,5,101.98
45,useful,1,638,7.14,6,100.71
45,vehicle,1,601,6.27,7,42.23
45,village,1,606,5.92,7,113.4
45,watch,1,679,5.78,5,95.57
45,world,1,926,6.5,5,590.31
46,alert,1,458,6.2,5,16
46,beggar,1,952,3.22,6,2.42
46,brave,1,480,7.15,5,18.3
46,breeze,1,431,6.85,6,13.81
46,caress,0,733,7.84,6,2.13
46,charm,1,480,6.77,5,14.25
46,cow,1,512,5.57,3,13.96
46,crude,1,480,3.12,5,13.7
46,crutch,1,427,3.43,6,1.17
46,cyclone,1,527,3.6,7,0.95
46,earth,1,353,7.15,5,97.15
46,fun,1,729,8.37,3,51.21
46,game,1,473,6.98,4,150.08
46,hard,1,478,5.22,4,229.35
46,hat,1,643,5.46,3,31.37
46,hotel,1,410,6,5,114.47
46,hurt,1,445,1.9,4,45.81
46,idiot,1,644,3.16,5,6.49
46,improve,1,478,7.65,7,62.08
46,interest,1,500,6.97,8,276.11
46,iron,1,579,4.9,4,47.5
46,lost,1,677,2.82,4,194.2
46,louse,1,834,2.81,5,0.5
46,manure,1,679,3.1,6,3.01
46,market,1,413,5.66,6,300.78
46,medicine,1,481,5.67,8,27.87
46,nectar,1,509,6.9,6,1.47
46,needle,1,550,3.82,6,12.49
46,neglect,1,547,2.63,7,12.05
46,noisy,1,811,5.02,5,10.23
46,penis,1,572,5.9,5,5.34
46,pinch,1,496,3.83,5,5.59
46,pollute,1,593,1.85,7,1.14
46,pressure,1,469,3.38,8,119.75
46,radiant,1,690,6.73,7,2.45
46,reward,1,542,7.53,6,19.79
46,scandal,1,591,3.32,7,14.73
46,snake,1,520,3.31,5,7.54
46,snob,1,486,3.36,4,1.25
46,sour,1,471,3.93,4,6.66
46,space,1,466,6.78,5,126.54
46,spirit,1,645,7,6,64.9
46,stool,1,459,4.56,5,8.64
46,talent,1,494,7.56,6,20.95
46,theory,1,507,5.3,6,131.29
46,thief,1,597,2.13,5,7.57
46,toxic,1,522,2.1,5,12.2
46,travel,1,415,7.1,6,72.71
46,trophy,1,549,7.78,6,13.03
46,trunk,1,782,5.09,5,8.16
46,wasp,1,462,3.37,4,2.58
46,wife,1,485,6.33,4,171.06
46,windmill,1,531,5.6,8,1.94
46,writer,1,496,5.52,6,37.42
47,alive,1,491,7.25,5,42.54
47,bandage,1,699,4.54,7,2.53
47,bright,1,576,7.5,6,55.4
47,carcass,1,1023,3.34,7,1.4
47,cheer,1,580,8.1,5,7.81
47,coast,1,477,5.98,5,47.01
47,detail,1,458,5.55,6,62.23
47,devil,1,513,2.21,5,17.32
47,door,1,475,5.13,4,253.65
47,evil,1,476,3.23,4,28.83
47,face,1,525,6.39,4,349.78
47,fat,1,423,2.28,3,46.11
47,foul,1,554,2.81,4,10.43
47,glass,1,477,4.75,5,98.56
47,grenade,1,550,3.6,7,1.94
47,hatred,1,606,1.98,6,10.52
47,heal,1,612,7.09,4,5.24
47,kettle,1,512,5.22,6,9.25
47,kick,1,455,4.31,4,23.24
47,kind,1,511,7.59,4,237.97
47,lesbian,1,593,4.67,7,7.13
47,maggot,0,1009,2.06,6,2.35
47,moral,1,625,6.2,5,53.95
47,mountain,1,538,6.59,8,39.61
47,news,1,617,5.3,4,145.58
47,pain,1,476,2.13,4,73.38
47,pig,1,531,5.07,3,13.51
47,quarrel,1,793,2.93,7,5.83
47,rattle,1,639,5.03,6,3.77
47,safe,1,506,7.07,4,69.73
47,scum,1,754,2.43,4,5.78
47,shadow,1,481,4.35,6,30.95
47,sin,1,475,2.8,3,13.61
47,slap,1,553,2.95,4,4.88
47,snuggle,1,891,7.92,7,0.33
47,stress,1,482,2.09,6,48.7
47,table,1,592,5.22,5,202
47,tank,1,439,5.16,4,33.24
47,toothache,1,523,1.98,9,0.98
47,toy,1,535,7,3,9.77
47,trust,1,500,6.68,5,101.98
47,useful,1,499,7.14,6,100.71
47,vehicle,1,505,6.27,7,42.23
47,village,1,685,5.92,7,113.4
47,watch,1,438,5.78,5,95.57
47,world,1,534,6.5,5,590.31
50,alert,1,536,6.2,5,16
50,beggar,1,613,3.22,6,2.42
50,brave,1,585,7.15,5,18.3
50,breeze,1,588,6.85,6,13.81
50,caress,1,656,7.84,6,2.13
50,charm,1,540,6.77,5,14.25
50,cow,1,516,5.57,3,13.96
50,crude,1,610,3.12,5,13.7
50,crutch,1,645,3.43,6,1.17
50,cyclone,1,537,3.6,7,0.95
50,earth,1,449,7.15,5,97.15
50,fun,1,412,8.37,3,51.21
50,game,1,626,6.98,4,150.08
50,hard,1,502,5.22,4,229.35
50,hat,1,564,5.46,3,31.37
50,hotel,1,484,6,5,114.47
50,hurt,1,407,1.9,4,45.81
50,idiot,1,507,3.16,5,6.49
50,improve,1,505,7.65,7,62.08
50,interest,1,508,6.97,8,276.11
50,iron,1,618,4.9,4,47.5
50,lost,1,580,2.82,4,194.2
50,louse,0,549,2.81,5,0.5
50,manure,1,682,3.1,6,3.01
50,market,1,523,5.66,6,300.78
50,medicine,1,533,5.67,8,27.87
50,nectar,1,617,6.9,6,1.47
50,needle,1,558,3.82,6,12.49
50,neglect,1,790,2.63,7,12.05
50,noisy,1,479,5.02,5,10.23
50,penis,1,484,5.9,5,5.34
50,pinch,1,491,3.83,5,5.59
50,pollute,0,670,1.85,7,1.14
50,pressure,1,536,3.38,8,119.75
50,radiant,1,636,6.73,7,2.45
50,reward,1,527,7.53,6,19.79
50,scandal,1,563,3.32,7,14.73
50,snake,1,592,3.31,5,7.54
50,snob,1,672,3.36,4,1.25
50,sour,1,543,3.93,4,6.66
50,space,1,557,6.78,5,126.54
50,spirit,1,651,7,6,64.9
50,stool,1,700,4.56,5,8.64
50,talent,1,523,7.56,6,20.95
50,theory,1,601,5.3,6,131.29
50,thief,1,538,2.13,5,7.57
50,toxic,1,554,2.1,5,12.2
50,travel,1,579,7.1,6,72.71
50,trophy,1,517,7.78,6,13.03
50,trunk,1,614,5.09,5,8.16
50,wasp,1,598,3.37,4,2.58
50,wife,1,508,6.33,4,171.06
50,windmill,1,491,5.6,8,1.94
50,writer,1,589,5.52,6,37.42
51,alive,1,372,7.25,5,42.54
51,bandage,1,565,4.54,7,2.53
51,bright,1,481,7.5,6,55.4
51,carcass,1,634,3.34,7,1.4
51,cheer,1,648,8.1,5,7.81
51,coast,1,380,5.98,5,47.01
51,detail,1,543,5.55,6,62.23
51,devil,1,644,2.21,5,17.32
51,door,1,444,5.13,4,253.65
51,evil,1,702,3.23,4,28.83
51,face,1,390,6.39,4,349.78
51,fat,1,338,2.28,3,46.11
51,foul,1,411,2.81,4,10.43
51,glass,1,483,4.75,5,98.56
51,grenade,1,556,3.6,7,1.94
51,hatred,1,382,1.98,6,10.52
51,heal,1,536,7.09,4,5.24
51,kettle,1,602,5.22,6,9.25
51,kick,1,375,4.31,4,23.24
51,kind,1,332,7.59,4,237.97
51,lesbian,1,593,4.67,7,7.13
51,maggot,1,426,2.06,6,2.35
51,moral,1,635,6.2,5,53.95
51,mountain,1,515,6.59,8,39.61
51,news,1,349,5.3,4,145.58
51,pain,1,503,2.13,4,73.38
51,pig,0,494,5.07,3,13.51
51,quarrel,1,631,2.93,7,5.83
51,rattle,1,624,5.03,6,3.77
51,safe,1,286,7.07,4,69.73
51,scum,1,591,2.43,4,5.78
51,shadow,0,157,4.35,6,30.95
51,sin,1,461,2.8,3,13.61
51,slap,1,400,2.95,4,4.88
51,snuggle,1,1081,7.92,7,0.33
51,stress,1,511,2.09,6,48.7
51,table,1,387,5.22,5,202
51,tank,1,435,5.16,4,33.24
51,toothache,1,507,1.98,9,0.98
51,toy,1,394,7,3,9.77
51,trust,1,367,6.68,5,101.98
51,useful,1,459,7.14,6,100.71
51,vehicle,1,518,6.27,7,42.23
51,village,1,465,5.92,7,113.4
51,watch,1,1671,5.78,5,95.57
51,world,1,357,6.5,5,590.31
52,alert,1,491,6.2,5,16
52,beggar,1,551,3.22,6,2.42
52,brave,1,493,7.15,5,18.3
52,breeze,1,704,6.85,6,13.81
52,caress,1,1120,7.84,6,2.13
52,charm,1,516,6.77,5,14.25
52,cow,1,465,5.57,3,13.96
52,crude,1,535,3.12,5,13.7
52,crutch,1,504,3.43,6,1.17
52,cyclone,1,614,3.6,7,0.95
52,earth,1,457,7.15,5,97.15
52,fun,0,1558,8.37,3,51.21
52,game,1,519,6.98,4,150.08
52,hard,1,468,5.22,4,229.35
52,hat,1,489,5.46,3,31.37
52,hotel,1,519,6,5,114.47
52,hurt,1,503,1.9,4,45.81
52,idiot,1,466,3.16,5,6.49
52,improve,1,502,7.65,7,62.08
52,interest,1,755,6.97,8,276.11
52,iron,1,517,4.9,4,47.5
52,lost,1,516,2.82,4,194.2
52,louse,0,415,2.81,5,0.5
52,manure,1,1028,3.1,6,3.01
52,market,1,490,5.66,6,300.78
52,medicine,1,480,5.67,8,27.87
52,nectar,1,507,6.9,6,1.47
52,needle,1,608,3.82,6,12.49
52,neglect,1,581,2.63,7,12.05
52,noisy,1,603,5.02,5,10.23
52,penis,1,757,5.9,5,5.34
52,pinch,1,482,3.83,5,5.59
52,pollute,1,885,1.85,7,1.14
52,pressure,1,525,3.38,8,119.75
52,radiant,1,1127,6.73,7,2.45
52,reward,1,555,7.53,6,19.79
52,scandal,1,530,3.32,7,14.73
52,snake,1,526,3.31,5,7.54
52,snob,1,560,3.36,4,1.25
52,sour,1,747,3.93,4,6.66
52,space,1,458,6.78,5,126.54
52,spirit,1,609,7,6,64.9
52,stool,1,582,4.56,5,8.64
52,talent,1,462,7.56,6,20.95
52,theory,1,500,5.3,6,131.29
52,thief,1,472,2.13,5,7.57
52,toxic,1,523,2.1,5,12.2
52,travel,1,515,7.1,6,72.71
52,trophy,1,569,7.78,6,13.03
52,trunk,1,528,5.09,5,8.16
52,wasp,1,567,3.37,4,2.58
52,wife,1,539,6.33,4,171.06
52,windmill,1,435,5.6,8,1.94
52,writer,1,513,5.52,6,37.42
53,alive,1,509,7.25,5,42.54
53,bandage,1,638,4.54,7,2.53
53,bright,1,353,7.5,6,55.4
53,carcass,1,455,3.34,7,1.4
53,cheer,1,409,8.1,5,7.81
53,coast,1,478,5.98,5,47.01
53,detail,1,750,5.55,6,62.23
53,devil,1,435,2.21,5,17.32
53,door,1,334,5.13,4,253.65
53,evil,1,508,3.23,4,28.83
53,face,1,480,6.39,4,349.78
53,fat,1,448,2.28,3,46.11
53,foul,1,429,2.81,4,10.43
53,glass,1,498,4.75,5,98.56
53,grenade,1,460,3.6,7,1.94
53,hatred,1,469,1.98,6,10.52
53,heal,1,431,7.09,4,5.24
53,kettle,1,538,5.22,6,9.25
53,kick,1,418,4.31,4,23.24
53,kind,1,448,7.59,4,237.97
